period,flow,sector,partnerDesc,trade_value_usd
2019,Export,iron_steel_72,Afghanistan,1229121.613
2019,Export,iron_steel_72,Albania,58028241.165
2019,Export,iron_steel_72,Antarctica,12206.519
2019,Export,iron_steel_72,Algeria,758299912.91
2019,Export,iron_steel_72,Andorra,5244218.119
2019,Export,iron_steel_72,Angola,38282806.932
2019,Export,iron_steel_72,Antigua and Barbuda,186956.602
2019,Export,iron_steel_72,Azerbaijan,51527891.977
2019,Export,iron_steel_72,Argentina,97975703.06
2019,Export,iron_steel_72,Australia,227614235.052
2019,Export,iron_steel_72,Bahamas,745306.091
2019,Export,iron_steel_72,Bahrain,5981168.67
2019,Export,iron_steel_72,Bangladesh,429603749.724
2019,Export,iron_steel_72,Armenia,457283.942
2019,Export,iron_steel_72,Barbados,4088747.467
2019,Export,iron_steel_72,Bermuda,225119.461
2019,Export,iron_steel_72,Bhutan,11363.803
2019,Export,iron_steel_72,Bolivia (Plurinational State of),2437840.086
2019,Export,iron_steel_72,Bosnia Herzegovina,212984160.534
2019,Export,iron_steel_72,Botswana,22386.266
2019,Export,iron_steel_72,Brazil,499525611.581
2019,Export,iron_steel_72,Belize,379654.419
2019,Export,iron_steel_72,Br. Virgin Isds,67213.636
2019,Export,iron_steel_72,Brunei Darussalam,1465508.63
2019,Export,iron_steel_72,Myanmar,230349.227
2019,Export,iron_steel_72,Burundi,46728.798
2019,Export,iron_steel_72,Belarus,113864818.426
2019,Export,iron_steel_72,Cambodia,87475.764
2019,Export,iron_steel_72,Cameroon,10145685.64
2019,Export,iron_steel_72,Canada,839747448.419
2019,Export,iron_steel_72,Cabo Verde,14226048.47
2019,Export,iron_steel_72,Cayman Isds,41015.561
2019,Export,iron_steel_72,Central African Rep.,417276.731
2019,Export,iron_steel_72,Sri Lanka,8725315.503
2019,Export,iron_steel_72,Chad,344355.453
2019,Export,iron_steel_72,Chile,117442239.538
2019,Export,iron_steel_72,China,2157106304.641
2019,Export,iron_steel_72,Colombia,101494884.963
2019,Export,iron_steel_72,Comoros,23260.319
2019,Export,iron_steel_72,Congo,1927864.539
2019,Export,iron_steel_72,Dem. Rep. of the Congo,1647232.107
2019,Export,iron_steel_72,Costa Rica,15229671.232
2019,Export,iron_steel_72,Cuba,47746527.874
2019,Export,iron_steel_72,Benin,1581675.926
2019,Export,iron_steel_72,Dominican Rep.,37592930.995
2019,Export,iron_steel_72,Ecuador,75189306.72
2019,Export,iron_steel_72,El Salvador,3077410.435
2019,Export,iron_steel_72,Equatorial Guinea,5701966.507
2019,Export,iron_steel_72,Ethiopia,7192499.228
2019,Export,iron_steel_72,Eritrea,41069.28
2019,Export,iron_steel_72,Faroe Isds,4942633.047
2019,Export,iron_steel_72,Falkland Isds (Malvinas),915769.846
2019,Export,iron_steel_72,Fiji,35426.549
2019,Export,iron_steel_72,French Polynesia,2732701.332
2019,Export,iron_steel_72,Fr. South Antarctic Terr.,3455.921
2019,Export,iron_steel_72,Djibouti,2617035.414
2019,Export,iron_steel_72,Gabon,3169643.687
2019,Export,iron_steel_72,Georgia,6774665.163
2019,Export,iron_steel_72,Gambia,209366.37
2019,Export,iron_steel_72,State of Palestine,55638.315
2019,Export,iron_steel_72,Ghana,28769724.961
2019,Export,iron_steel_72,Gibraltar,2333540.208
2019,Export,iron_steel_72,Greenland,4768684.273
2019,Export,iron_steel_72,Grenada,265957.077
2019,Export,iron_steel_72,Guatemala,6875127.491
2019,Export,iron_steel_72,Guinea,4237055.5
2019,Export,iron_steel_72,Guyana,4528290.715
2019,Export,iron_steel_72,Haiti,606819.678
2019,Export,iron_steel_72,Honduras,5154594.715
2019,Export,iron_steel_72,"China, Hong Kong SAR",85356833.603
2019,Export,iron_steel_72,Iceland,25346256.852
2019,Export,iron_steel_72,Indonesia,292558912.485
2019,Export,iron_steel_72,Iran,28136666.919
2019,Export,iron_steel_72,Iraq,5296871.674
2019,Export,iron_steel_72,Israel,263477417.109
2019,Export,iron_steel_72,Côte d'Ivoire,22259446.714
2019,Export,iron_steel_72,Jamaica,965496.835
2019,Export,iron_steel_72,Japan,330514268.655
2019,Export,iron_steel_72,Kazakhstan,20640611.803
2019,Export,iron_steel_72,Jordan,17798552.056
2019,Export,iron_steel_72,Kenya,22013477.574
2019,Export,iron_steel_72,Dem. People's Rep. of Korea,1911.5
2019,Export,iron_steel_72,Rep. of Korea,674124256.73
2019,Export,iron_steel_72,Kuwait,23097620.612
2019,Export,iron_steel_72,Kyrgyzstan,747447.016
2019,Export,iron_steel_72,Lao People's Dem. Rep.,89550.66
2019,Export,iron_steel_72,Lebanon,33629853.488
2019,Export,iron_steel_72,Liberia,180149.959
2019,Export,iron_steel_72,Libya,7300118.491
2019,Export,iron_steel_72,"China, Macao SAR",172825.152
2019,Export,iron_steel_72,Madagascar,3966701.3
2019,Export,iron_steel_72,Malawi,161588.932
2019,Export,iron_steel_72,Malaysia,308161629.582
2019,Export,iron_steel_72,Maldives,66645.11
2019,Export,iron_steel_72,Mali,3293921.429
2019,Export,iron_steel_72,Mauritania,7775898.55
2019,Export,iron_steel_72,Mauritius,2754117.299
2019,Export,iron_steel_72,Mexico,1276049763.656
2019,Export,iron_steel_72,"Other Asia, nes",389386783.061
2019,Export,iron_steel_72,Mongolia,709591.922
2019,Export,iron_steel_72,Rep. of Moldova,70534055.671
2019,Export,iron_steel_72,Montenegro,6916242.656
2019,Export,iron_steel_72,Montserrat,60187.641
2019,Export,iron_steel_72,Morocco,785392059.016
2019,Export,iron_steel_72,Mozambique,1906863.775
2019,Export,iron_steel_72,Oman,15347112.115
2019,Export,iron_steel_72,Namibia,2106461.124
2019,Export,iron_steel_72,Nepal,472126.049
2019,Export,iron_steel_72,Curaçao,4183063.448
2019,Export,iron_steel_72,Aruba,1226914.658
2019,Export,iron_steel_72,Sint Maarten,2600129.603
2019,Export,iron_steel_72,Bonaire,1239638.223
2019,Export,iron_steel_72,New Caledonia,9108703.391
2019,Export,iron_steel_72,Vanuatu,22.383
2019,Export,iron_steel_72,New Zealand,28504361.031
2019,Export,iron_steel_72,Nicaragua,487309.495
2019,Export,iron_steel_72,Niger,809118.644
2019,Export,iron_steel_72,Nigeria,47360188.8
2019,Export,iron_steel_72,"Other Africa, nes",2757959.326
2019,Export,iron_steel_72,Norway,685699164.948
2019,Export,iron_steel_72,Marshall Isds,49305.071
2019,Export,iron_steel_72,Pakistan,647421245.324
2019,Export,iron_steel_72,Panama,5681076.538
2019,Export,iron_steel_72,Papua New Guinea,4977.959
2019,Export,iron_steel_72,Paraguay,13065124.221
2019,Export,iron_steel_72,Peru,56932033.74
2019,Export,iron_steel_72,Philippines,42548815.844
2019,Export,iron_steel_72,Guinea-Bissau,839873.879
2019,Export,iron_steel_72,Timor-Leste,111025.942
2019,Export,iron_steel_72,Qatar,26069913.075
2019,Export,iron_steel_72,Russian Federation,783157943.687
2019,Export,iron_steel_72,Rwanda,219515.9
2019,Export,iron_steel_72,Saint Barthélemy,144650.666
2019,Export,iron_steel_72,Saint Helena,29650.639
2019,Export,iron_steel_72,Saint Kitts and Nevis,11211.599
2019,Export,iron_steel_72,Anguilla,1960.743
2019,Export,iron_steel_72,Saint Lucia,737945.471
2019,Export,iron_steel_72,Saint Pierre and Miquelon,42869.985
2019,Export,iron_steel_72,Saint Vincent and the Grenadines,240408.106
2019,Export,iron_steel_72,San Marino,2029695.582
2019,Export,iron_steel_72,Sao Tome and Principe,642182.435
2019,Export,iron_steel_72,Saudi Arabia,155707744.481
2019,Export,iron_steel_72,Senegal,15235122.589
2019,Export,iron_steel_72,Serbia,385190285.391
2019,Export,iron_steel_72,Seychelles,4612528.792
2019,Export,iron_steel_72,Sierra Leone,1286903.092
2019,Export,iron_steel_72,India,1729947134.496
2019,Export,iron_steel_72,Singapore,189917967.764
2019,Export,iron_steel_72,Viet Nam,206430918.294
2019,Export,iron_steel_72,Somalia,167212.638
2019,Export,iron_steel_72,South Africa,364102998.025
2019,Export,iron_steel_72,Zimbabwe,111639.233
2019,Export,iron_steel_72,South Sudan,29944.974
2019,Export,iron_steel_72,Sudan,1496568.273
2019,Export,iron_steel_72,Suriname,2771784.129
2019,Export,iron_steel_72,Switzerland,2302387831.774
2019,Export,iron_steel_72,Syria,12226669.418
2019,Export,iron_steel_72,Tajikistan,1582457.089
2019,Export,iron_steel_72,Thailand,168906130.945
2019,Export,iron_steel_72,Togo,1166582.647
2019,Export,iron_steel_72,Trinidad and Tobago,8187883.961
2019,Export,iron_steel_72,United Arab Emirates,302922013.389
2019,Export,iron_steel_72,Tunisia,241175422.724
2019,Export,iron_steel_72,Türkiye,6310926832.921
2019,Export,iron_steel_72,Turkmenistan,2108383.816
2019,Export,iron_steel_72,Turks and Caicos Isds,22738.797
2019,Export,iron_steel_72,Uganda,567281.389
2019,Export,iron_steel_72,Ukraine,333534177.399
2019,Export,iron_steel_72,North Macedonia,203749642.813
2019,Export,iron_steel_72,Egypt,918630050.331
2019,Export,iron_steel_72,United Rep. of Tanzania,37446853.419
2019,Export,iron_steel_72,Bunkers,1595383.219
2019,Export,iron_steel_72,Special Categories,142331111.725
2019,Export,iron_steel_72,USA,4290955260.877
2019,Export,iron_steel_72,Burkina Faso,5693992.595
2019,Export,iron_steel_72,Uruguay,4720414.411
2019,Export,iron_steel_72,Uzbekistan,6391593.993
2019,Export,iron_steel_72,Venezuela,3317580.164
2019,Export,iron_steel_72,Wallis and Futuna Isds,73966.56
2019,Export,iron_steel_72,Yemen,2858878.265
2019,Export,iron_steel_72,Zambia,135098.76
2019,Export,iron_steel_72,"Areas, nes",1149433.982
2019,Export,iron_steel_73,Afghanistan,1549029.334
2019,Export,iron_steel_73,Albania,77312696.038
2019,Export,iron_steel_73,Antarctica,295343.598
2019,Export,iron_steel_73,Algeria,609246910.444
2019,Export,iron_steel_73,American Samoa,27246.715
2019,Export,iron_steel_73,Andorra,21403806.314
2019,Export,iron_steel_73,Angola,172868897.33
2019,Export,iron_steel_73,Antigua and Barbuda,4064035.617
2019,Export,iron_steel_73,Azerbaijan,124278818.064
2019,Export,iron_steel_73,Argentina,160399964.262
2019,Export,iron_steel_73,Australia,594981517.298
2019,Export,iron_steel_73,Bahamas,16116626.44
2019,Export,iron_steel_73,Bahrain,62790441.109
2019,Export,iron_steel_73,Bangladesh,43210712.025
2019,Export,iron_steel_73,Armenia,10994044.88
2019,Export,iron_steel_73,Barbados,5831866.836
2019,Export,iron_steel_73,Bermuda,6792982.216
2019,Export,iron_steel_73,Bhutan,330306.821
2019,Export,iron_steel_73,Bolivia (Plurinational State of),25333002.813
2019,Export,iron_steel_73,Bosnia Herzegovina,173524597.922
2019,Export,iron_steel_73,Botswana,23817111.375
2019,Export,iron_steel_73,Brazil,832896197.896
2019,Export,iron_steel_73,Belize,2257554.71
2019,Export,iron_steel_73,Br. Indian Ocean Terr.,9046.053
2019,Export,iron_steel_73,Solomon Isds,284529.296
2019,Export,iron_steel_73,Br. Virgin Isds,2423253.144
2019,Export,iron_steel_73,Brunei Darussalam,39270237.898
2019,Export,iron_steel_73,Myanmar,12052653.496
2019,Export,iron_steel_73,Burundi,522464.091
2019,Export,iron_steel_73,Belarus,185221402.341
2019,Export,iron_steel_73,Cambodia,7096271.747
2019,Export,iron_steel_73,Cameroon,39504212.037
2019,Export,iron_steel_73,Canada,933702335.021
2019,Export,iron_steel_73,Cabo Verde,22822136.249
2019,Export,iron_steel_73,Cayman Isds,988196.462
2019,Export,iron_steel_73,Central African Rep.,1854547.084
2019,Export,iron_steel_73,Sri Lanka,127351159.89
2019,Export,iron_steel_73,Chad,7910777.957
2019,Export,iron_steel_73,Chile,301277725.753
2019,Export,iron_steel_73,China,3053284063.832
2019,Export,iron_steel_73,Cocos Isds,5928.113
2019,Export,iron_steel_73,Colombia,139091699.393
2019,Export,iron_steel_73,Comoros,1499520.579
2019,Export,iron_steel_73,Congo,38916210.79
2019,Export,iron_steel_73,Dem. Rep. of the Congo,21341687.028
2019,Export,iron_steel_73,Cook Isds,694925.521
2019,Export,iron_steel_73,Costa Rica,23601258.438
2019,Export,iron_steel_73,Cuba,106890510.029
2019,Export,iron_steel_73,Benin,10592202.284
2019,Export,iron_steel_73,Dominica,1047577.199
2019,Export,iron_steel_73,Dominican Rep.,46035598.486
2019,Export,iron_steel_73,Ecuador,61883243.918
2019,Export,iron_steel_73,El Salvador,10189224.874
2019,Export,iron_steel_73,Equatorial Guinea,12341098.681
2019,Export,iron_steel_73,Ethiopia,30382997.72
2019,Export,iron_steel_73,Eritrea,2694669.413
2019,Export,iron_steel_73,Faroe Isds,38476441.474
2019,Export,iron_steel_73,Falkland Isds (Malvinas),4772169.292
2019,Export,iron_steel_73,South Georgia and the South Sandwich Islands,7554.232
2019,Export,iron_steel_73,Fiji,2030219.342
2019,Export,iron_steel_73,French Polynesia,23066626.998
2019,Export,iron_steel_73,Fr. South Antarctic Terr.,1120602.557
2019,Export,iron_steel_73,Djibouti,7776355.161
2019,Export,iron_steel_73,Gabon,45780285.6
2019,Export,iron_steel_73,Georgia,33201403.209
2019,Export,iron_steel_73,Gambia,2731362.834
2019,Export,iron_steel_73,State of Palestine,1319193.795
2019,Export,iron_steel_73,Ghana,80272486.527
2019,Export,iron_steel_73,Gibraltar,25277039.946
2019,Export,iron_steel_73,Kiribati,133582.318
2019,Export,iron_steel_73,Greenland,25885576.392
2019,Export,iron_steel_73,Grenada,1651177.095
2019,Export,iron_steel_73,Guam,440275.17
2019,Export,iron_steel_73,Guatemala,13343219.55
2019,Export,iron_steel_73,Guinea,33275827.499
2019,Export,iron_steel_73,Guyana,13356583.266
2019,Export,iron_steel_73,Haiti,3261208.808
2019,Export,iron_steel_73,Holy See (Vatican City State),1039.686
2019,Export,iron_steel_73,Honduras,12576433.701
2019,Export,iron_steel_73,"China, Hong Kong SAR",240540120.795
2019,Export,iron_steel_73,Iceland,119944307.38
2019,Export,iron_steel_73,Indonesia,143872204.08
2019,Export,iron_steel_73,Iran,51927470.542
2019,Export,iron_steel_73,Iraq,254196496.262
2019,Export,iron_steel_73,Israel,324146342.35
2019,Export,iron_steel_73,Côte d'Ivoire,90858614.09
2019,Export,iron_steel_73,Jamaica,11345785.574
2019,Export,iron_steel_73,Japan,754095322.699
2019,Export,iron_steel_73,Kazakhstan,321828422.055
2019,Export,iron_steel_73,Jordan,67067255.37
2019,Export,iron_steel_73,Kenya,36625333.525
2019,Export,iron_steel_73,Rep. of Korea,651328450.615
2019,Export,iron_steel_73,Kuwait,175992498.254
2019,Export,iron_steel_73,Kyrgyzstan,2481436.396
2019,Export,iron_steel_73,Lao People's Dem. Rep.,4844234.424
2019,Export,iron_steel_73,Lebanon,44305874.169
2019,Export,iron_steel_73,Lesotho,9784.688
2019,Export,iron_steel_73,Liberia,3177159.868
2019,Export,iron_steel_73,Libya,66213923.767
2019,Export,iron_steel_73,"China, Macao SAR",4362115.525
2019,Export,iron_steel_73,Madagascar,16220946.462
2019,Export,iron_steel_73,Malawi,3348471.935
2019,Export,iron_steel_73,Malaysia,253991852.686
2019,Export,iron_steel_73,Maldives,4397922.583
2019,Export,iron_steel_73,Mali,25793026.423
2019,Export,iron_steel_73,Mauritania,40960465.335
2019,Export,iron_steel_73,Mauritius,14541980.986
2019,Export,iron_steel_73,Mexico,1051665367.766
2019,Export,iron_steel_73,"Other Asia, nes",253827450.222
2019,Export,iron_steel_73,Mongolia,16707747.865
2019,Export,iron_steel_73,Rep. of Moldova,61813931.884
2019,Export,iron_steel_73,Montenegro,33769884.321
2019,Export,iron_steel_73,Montserrat,31613.62
2019,Export,iron_steel_73,Morocco,526600164.721
2019,Export,iron_steel_73,Mozambique,30872458.212
2019,Export,iron_steel_73,Oman,153639877.087
2019,Export,iron_steel_73,Namibia,26703882.101
2019,Export,iron_steel_73,Nauru,72593.368
2019,Export,iron_steel_73,Nepal,6522052.776
2019,Export,iron_steel_73,Curaçao,13774373.685
2019,Export,iron_steel_73,Aruba,11013960.073
2019,Export,iron_steel_73,Sint Maarten,8172089.461
2019,Export,iron_steel_73,Bonaire,4794745.813
2019,Export,iron_steel_73,New Caledonia,33876488.519
2019,Export,iron_steel_73,Vanuatu,172735.621
2019,Export,iron_steel_73,New Zealand,97183419.721
2019,Export,iron_steel_73,Nicaragua,9858295.809
2019,Export,iron_steel_73,Niger,6223672.936
2019,Export,iron_steel_73,Nigeria,150803868.559
2019,Export,iron_steel_73,Niue,130271.885
2019,Export,iron_steel_73,"Other Africa, nes",15050028.246
2019,Export,iron_steel_73,Norway,2969513938.952
2019,Export,iron_steel_73,N. Mariana Isds,26683.784
2019,Export,iron_steel_73,United States Minor Outlying Islands,241517.18
2019,Export,iron_steel_73,Marshall Isds,3620398.534
2019,Export,iron_steel_73,Palau,3630.508
2019,Export,iron_steel_73,Pakistan,45635473.778
2019,Export,iron_steel_73,Panama,52053563.538
2019,Export,iron_steel_73,Papua New Guinea,7275059.706
2019,Export,iron_steel_73,Paraguay,5626207.076
2019,Export,iron_steel_73,Peru,122828698.803
2019,Export,iron_steel_73,Philippines,139048613.413
2019,Export,iron_steel_73,Pitcairn,146878.885
2019,Export,iron_steel_73,Guinea-Bissau,3619503.218
2019,Export,iron_steel_73,Timor-Leste,61526.139
2019,Export,iron_steel_73,Qatar,812317217.432
2019,Export,iron_steel_73,Russian Federation,2212128083.595
2019,Export,iron_steel_73,Rwanda,3751515.375
2019,Export,iron_steel_73,Saint Barthélemy,2960759.669
2019,Export,iron_steel_73,Saint Helena,2347099.774
2019,Export,iron_steel_73,Saint Kitts and Nevis,214723.719
2019,Export,iron_steel_73,Anguilla,519342.794
2019,Export,iron_steel_73,Saint Lucia,2677563.275
2019,Export,iron_steel_73,Saint Pierre and Miquelon,1863722.957
2019,Export,iron_steel_73,Saint Vincent and the Grenadines,2636958.441
2019,Export,iron_steel_73,San Marino,4158391.887
2019,Export,iron_steel_73,Sao Tome and Principe,1497083.08
2019,Export,iron_steel_73,Saudi Arabia,631263332.49
2019,Export,iron_steel_73,Senegal,88335863.321
2019,Export,iron_steel_73,Serbia,460920691.092
2019,Export,iron_steel_73,Seychelles,11329007.346
2019,Export,iron_steel_73,Sierra Leone,4212546.215
2019,Export,iron_steel_73,India,919973238.603
2019,Export,iron_steel_73,Singapore,530878873.695
2019,Export,iron_steel_73,Viet Nam,121439375.998
2019,Export,iron_steel_73,Somalia,6805654.3
2019,Export,iron_steel_73,South Africa,395506165.072
2019,Export,iron_steel_73,Zimbabwe,3307034.456
2019,Export,iron_steel_73,South Sudan,1289378.641
2019,Export,iron_steel_73,Sudan,4962500.117
2019,Export,iron_steel_73,Western Sahara,156.68
2019,Export,iron_steel_73,Suriname,20343701.401
2019,Export,iron_steel_73,Eswatini,54521.408
2019,Export,iron_steel_73,Switzerland,3505556057.236
2019,Export,iron_steel_73,Syria,8197360.884
2019,Export,iron_steel_73,Tajikistan,1521374.132
2019,Export,iron_steel_73,Thailand,298946720.409
2019,Export,iron_steel_73,Togo,7777281.813
2019,Export,iron_steel_73,Tokelau,3026.169
2019,Export,iron_steel_73,Tonga,29472.695
2019,Export,iron_steel_73,Trinidad and Tobago,23480816.007
2019,Export,iron_steel_73,United Arab Emirates,746986741.472
2019,Export,iron_steel_73,Tunisia,189479019.9
2019,Export,iron_steel_73,Türkiye,1325643251.927
2019,Export,iron_steel_73,Turkmenistan,18276900.553
2019,Export,iron_steel_73,Turks and Caicos Isds,476774.979
2019,Export,iron_steel_73,Uganda,11120587.773
2019,Export,iron_steel_73,Ukraine,490954193.124
2019,Export,iron_steel_73,North Macedonia,89203876.993
2019,Export,iron_steel_73,Egypt,422875736.139
2019,Export,iron_steel_73,United Rep. of Tanzania,23083815.953
2019,Export,iron_steel_73,Bunkers,50733155.471
2019,Export,iron_steel_73,Special Categories,78775251.243
2019,Export,iron_steel_73,USA,6766710314.104
2019,Export,iron_steel_73,Burkina Faso,28082024.643
2019,Export,iron_steel_73,Uruguay,30339077.976
2019,Export,iron_steel_73,Uzbekistan,26294848.995
2019,Export,iron_steel_73,Venezuela,17245229.768
2019,Export,iron_steel_73,Wallis and Futuna Isds,420631.929
2019,Export,iron_steel_73,Samoa,35193.766
2019,Export,iron_steel_73,Yemen,5083489.81
2019,Export,iron_steel_73,Zambia,6171336.1
2019,Export,iron_steel_73,"Areas, nes",1706355397.747
2019,Export,aluminum_76,Afghanistan,517575.664
2019,Export,aluminum_76,Albania,37109051.681
2019,Export,aluminum_76,Antarctica,3928.2
2019,Export,aluminum_76,Algeria,196931853.62
2019,Export,aluminum_76,American Samoa,575.241
2019,Export,aluminum_76,Andorra,8780134.603
2019,Export,aluminum_76,Angola,22161658.025
2019,Export,aluminum_76,Antigua and Barbuda,1243880.903
2019,Export,aluminum_76,Azerbaijan,9698360.973
2019,Export,aluminum_76,Argentina,62308222.607
2019,Export,aluminum_76,Australia,179572719.468
2019,Export,aluminum_76,Bahamas,4743485.594
2019,Export,aluminum_76,Bahrain,20842049.027
2019,Export,aluminum_76,Bangladesh,6630237.207
2019,Export,aluminum_76,Armenia,11520011.896
2019,Export,aluminum_76,Barbados,741224.567
2019,Export,aluminum_76,Bermuda,65623.331
2019,Export,aluminum_76,Bhutan,28692.651
2019,Export,aluminum_76,Bolivia (Plurinational State of),2997975.731
2019,Export,aluminum_76,Bosnia Herzegovina,93535207.066
2019,Export,aluminum_76,Botswana,482964.972
2019,Export,aluminum_76,Brazil,222872347.597
2019,Export,aluminum_76,Belize,112530.073
2019,Export,aluminum_76,Solomon Isds,570.764
2019,Export,aluminum_76,Br. Virgin Isds,922463.455
2019,Export,aluminum_76,Brunei Darussalam,2256630.296
2019,Export,aluminum_76,Myanmar,1468956.717
2019,Export,aluminum_76,Burundi,369062.827
2019,Export,aluminum_76,Belarus,42317506.389
2019,Export,aluminum_76,Cambodia,1200161.487
2019,Export,aluminum_76,Cameroon,8987347.737
2019,Export,aluminum_76,Canada,357432975.198
2019,Export,aluminum_76,Cabo Verde,9810978.34
2019,Export,aluminum_76,Cayman Isds,202835.037
2019,Export,aluminum_76,Central African Rep.,383724.751
2019,Export,aluminum_76,Sri Lanka,6124086.899
2019,Export,aluminum_76,Chad,1188709.272
2019,Export,aluminum_76,Chile,64626149.618
2019,Export,aluminum_76,China,981990519.212
2019,Export,aluminum_76,Colombia,37014839.781
2019,Export,aluminum_76,Comoros,44573.324
2019,Export,aluminum_76,Congo,3755080.972
2019,Export,aluminum_76,Dem. Rep. of the Congo,2884287.343
2019,Export,aluminum_76,Cook Isds,26046.991
2019,Export,aluminum_76,Costa Rica,6366193.868
2019,Export,aluminum_76,Cuba,30733461.468
2019,Export,aluminum_76,Benin,2148323.878
2019,Export,aluminum_76,Dominica,625681.755
2019,Export,aluminum_76,Dominican Rep.,25801871.029
2019,Export,aluminum_76,Ecuador,11335290.228
2019,Export,aluminum_76,El Salvador,4824168.146
2019,Export,aluminum_76,Equatorial Guinea,2447954.922
2019,Export,aluminum_76,Ethiopia,6385729.671
2019,Export,aluminum_76,Eritrea,482656.088
2019,Export,aluminum_76,Faroe Isds,8053983.806
2019,Export,aluminum_76,Falkland Isds (Malvinas),214514.439
2019,Export,aluminum_76,Fiji,48104.228
2019,Export,aluminum_76,French Polynesia,6134249.859
2019,Export,aluminum_76,Fr. South Antarctic Terr.,125596.096
2019,Export,aluminum_76,Djibouti,825311.559
2019,Export,aluminum_76,Gabon,3872201.779
2019,Export,aluminum_76,Georgia,11733888.422
2019,Export,aluminum_76,Gambia,529110.696
2019,Export,aluminum_76,State of Palestine,78221.551
2019,Export,aluminum_76,Ghana,9225903.658
2019,Export,aluminum_76,Gibraltar,6965278.013
2019,Export,aluminum_76,Kiribati,368.199
2019,Export,aluminum_76,Greenland,5275098.699
2019,Export,aluminum_76,Grenada,1313621.57
2019,Export,aluminum_76,Guam,14750.337
2019,Export,aluminum_76,Guatemala,51960793.097
2019,Export,aluminum_76,Guinea,1848643.591
2019,Export,aluminum_76,Guyana,297030.15
2019,Export,aluminum_76,Haiti,669810.778
2019,Export,aluminum_76,Holy See (Vatican City State),126.463
2019,Export,aluminum_76,Honduras,1556639.523
2019,Export,aluminum_76,"China, Hong Kong SAR",92825057.81
2019,Export,aluminum_76,Iceland,86074712.796
2019,Export,aluminum_76,Indonesia,57536985.564
2019,Export,aluminum_76,Iran,8301579.064
2019,Export,aluminum_76,Iraq,5717283.131
2019,Export,aluminum_76,Israel,153478766.03
2019,Export,aluminum_76,Côte d'Ivoire,18023214.905
2019,Export,aluminum_76,Jamaica,5420229.479
2019,Export,aluminum_76,Japan,316603652.444
2019,Export,aluminum_76,Kazakhstan,23006707.952
2019,Export,aluminum_76,Jordan,19025565.199
2019,Export,aluminum_76,Kenya,6043973.992
2019,Export,aluminum_76,Rep. of Korea,391095540.188
2019,Export,aluminum_76,Kuwait,21567544.006
2019,Export,aluminum_76,Kyrgyzstan,793209.992
2019,Export,aluminum_76,Lao People's Dem. Rep.,96089.827
2019,Export,aluminum_76,Lebanon,22050890.606
2019,Export,aluminum_76,Lesotho,10730.366
2019,Export,aluminum_76,Liberia,1894008.151
2019,Export,aluminum_76,Libya,10744450.828
2019,Export,aluminum_76,"China, Macao SAR",1159166.071
2019,Export,aluminum_76,Madagascar,4570663.8
2019,Export,aluminum_76,Malawi,94546.525
2019,Export,aluminum_76,Malaysia,76744233.951
2019,Export,aluminum_76,Maldives,6034980.54
2019,Export,aluminum_76,Mali,5441586.131
2019,Export,aluminum_76,Mauritania,1638254.323
2019,Export,aluminum_76,Mauritius,3152074.223
2019,Export,aluminum_76,Mexico,440537949.422
2019,Export,aluminum_76,"Other Asia, nes",98596969.786
2019,Export,aluminum_76,Mongolia,2549639.357
2019,Export,aluminum_76,Rep. of Moldova,14269897.707
2019,Export,aluminum_76,Montenegro,9970988.158
2019,Export,aluminum_76,Morocco,232153783.251
2019,Export,aluminum_76,Mozambique,5084979.393
2019,Export,aluminum_76,Oman,13040695.515
2019,Export,aluminum_76,Namibia,732613.862
2019,Export,aluminum_76,Nepal,2238519.166
2019,Export,aluminum_76,Curaçao,4713916.653
2019,Export,aluminum_76,Aruba,2217031.573
2019,Export,aluminum_76,Sint Maarten,2950856.351
2019,Export,aluminum_76,Bonaire,2174019.457
2019,Export,aluminum_76,New Caledonia,8308608.417
2019,Export,aluminum_76,Vanuatu,18251.024
2019,Export,aluminum_76,New Zealand,33324567.402
2019,Export,aluminum_76,Nicaragua,583577.265
2019,Export,aluminum_76,Niger,1554970.877
2019,Export,aluminum_76,Nigeria,23242724.532
2019,Export,aluminum_76,"Other Africa, nes",4424140.803
2019,Export,aluminum_76,Norway,553929699.479
2019,Export,aluminum_76,N. Mariana Isds,1074.38
2019,Export,aluminum_76,United States Minor Outlying Islands,66342.941
2019,Export,aluminum_76,Marshall Isds,109977.302
2019,Export,aluminum_76,Palau,5672.948
2019,Export,aluminum_76,Pakistan,91597397.801
2019,Export,aluminum_76,Panama,15215762.492
2019,Export,aluminum_76,Papua New Guinea,96520.698
2019,Export,aluminum_76,Paraguay,7350926.575
2019,Export,aluminum_76,Peru,18567077.057
2019,Export,aluminum_76,Philippines,38592731.876
2019,Export,aluminum_76,Guinea-Bissau,821435.958
2019,Export,aluminum_76,Timor-Leste,40411.222
2019,Export,aluminum_76,Qatar,27313043.031
2019,Export,aluminum_76,Russian Federation,352222636.969
2019,Export,aluminum_76,Rwanda,3103555.911
2019,Export,aluminum_76,Saint Barthélemy,940464.909
2019,Export,aluminum_76,Saint Helena,17708.238
2019,Export,aluminum_76,Saint Kitts and Nevis,6578.337
2019,Export,aluminum_76,Anguilla,6275.048
2019,Export,aluminum_76,Saint Lucia,787150.938
2019,Export,aluminum_76,Saint Pierre and Miquelon,442961.119
2019,Export,aluminum_76,Saint Vincent and the Grenadines,557469.841
